,first_name,second_name,id,web_name,now_cost,cost_change_start,element_type,selected_by_percent,team,team_code,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,points_per_million,points_per_minute,full_name
198,Max,Meyer,136,Meyer,52,-3,3,0.1,7,31,18,541,0,0,1,7,1,0,0,0,43,0.34615384615384615,0.033271719038817,Max Meyer
199,Jeffrey,Schlupp,137,Schlupp,54,-1,3,0.1,7,31,40,856,2,1,4,12,2,0,0,3,121,0.7407407407407407,0.04672897196261682,Jeffrey Schlupp
200,James,McArthur,138,McArthur,52,-3,3,0.6,7,31,66,2267,0,3,8,25,5,0,0,2,311,1.2692307692307692,0.029113365681517425,James McArthur
201,Cheikhou,Kouyaté,139,Kouyaté,49,-1,3,0.2,7,31,67,1803,1,2,7,23,1,0,0,4,226,1.3673469387755102,0.03716028840820854,Cheikhou Kouyaté
202,Luke,Dreher,140,Dreher,43,-2,3,0.1,7,31,0,0,0,0,0,0,0,0,0,0,0,0.0,,Luke Dreher
203,Cenk,Tosun,146,Tosun,57,-3,4,0.2,7,31,23,459,2,0,2,6,0,0,0,1,80,0.40350877192982454,0.05010893246187364,Cenk Tosun
204,James,McCarthy,157,McCarthy,43,-2,3,0.7,7,31,27,1035,0,0,1,16,6,0,0,0,129,0.627906976744186,0.02608695652173913,James McCarthy
205,Jordan,Ayew,468,Ayew,50,0,4,7.9,7,31,95,2202,6,2,9,27,4,0,0,17,311,1.9,0.043142597638510444,Jordan Ayew
206,Gary,Cahill,503,Cahill,44,-1,2,1.3,7,31,47,1620,0,1,4,26,1,0,0,3,287,1.0681818181818181,0.029012345679012345,Gary Cahill
207,Víctor,Camarasa,510,Camarasa,45,-5,3,0.2,7,31,1,5,0,0,0,0,0,0,0,0,3,0.022222222222222223,0.2,Víctor Camarasa
208,Jairo,Riedewald,539,Riedewald,45,0,3,0.0,7,31,14,563,0,0,0,7,0,0,0,0,87,0.3111111111111111,0.02486678507992895,Jairo Riedewald
209,Stephen,Henderson,556,Henderson,40,0,1,0.4,7,31,0,0,0,0,0,0,0,0,0,0,0,0.0,,Stephen Henderson
210,Sam,Woods,578,Woods,40,0,2,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0,0.0,,Sam Woods
211,Tyrick,Mitchell,579,Mitchell,40,0,2,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0,0.0,,Tyrick Mitchell
212,Brandon,Pierrick,580,Pierrick,45,0,3,0.0,7,31,1,7,0,0,0,0,0,0,0,0,5,0.022222222222222223,0.14285714285714285,Brandon Pierrick
213,James,Daly,581,Daly,45,0,4,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0,0.0,,James Daly
214,Nya,Kirby,588,Kirby,45,0,3,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0,0.0,,Nya Kirby
215,Giovanni,McGregor,608,McGregor,45,0,3,0.0,7,31,0,0,0,0,0,0,0,0,0,0,0,0.0,,Giovanni McGregor
216,Alex,Iwobi,17,Iwobi,56,-4,3,0.9,8,11,37,1103,1,0,1,23,0,0,0,2,162,0.6607142857142857,0.033544877606527655,Alex Iwobi
217,Lucas,Digne,141,Digne,58,-2,2,12.6,8,11,83,2151,0,5,6,36,2,0,0,12,459,1.4310344827586208,0.038586703858670385,Lucas Digne
218,Yerry,Mina,142,Mina,53,-2,2,2.3,8,11,69,1995,2,0,5,33,3,0,0,8,359,1.3018867924528301,0.03458646616541353,Yerry Mina
219,Michael,Keane,143,Keane,52,-3,2,1.9,8,11,53,1566,1,0,4,27,0,0,0,3,277,1.0192307692307692,0.03384418901660281,Michael Keane
220,Seamus,Coleman,144,Coleman,53,-2,2,1.1,8,11,33,1162,0,1,3,20,3,1,0,2,203,0.6226415094339622,0.028399311531841654,Seamus Coleman
221,Leighton,Baines,145,Baines,49,-1,2,0.2,8,11,8,152,0,1,0,2,0,0,0,0,38,0.16326530612244897,0.05263157894736842,Leighton Baines
222,Dominic,Calvert-Lewin,147,Calvert-Lewin,62,2,4,12.6,8,11,96,1649,11,1,5,27,6,0,0,13,332,1.5483870967741935,0.05821710127349909,Dominic Calvert-Lewin
223,Jordan,Pickford,148,Pickford,53,-2,1,6.7,8,11,78,2340,0,0,6,38,1,0,63,3,425,1.471698113207547,0.03333333333333333,Jordan Pickford
224,Maarten,Stekelenburg,149,Stekelenburg,40,0,1,7.2,8,11,0,0,0,0,0,0,0,0,0,0,0,0.0,,Maarten Stekelenburg
225,Richarlison,de Andrade,150,Richarlison,82,2,3,11.0,8,11,123,2082,9,5,6,34,4,0,0,13,395,1.5,0.059077809798270896,Richarlison de Andrade
226,Gylfi,Sigurdsson,151,Sigurdsson,73,-7,3,2.4,8,11,64,1722,1,3,5,29,2,0,0,4,290,0.8767123287671232,0.03716608594657375,Gylfi Sigurdsson
227,Bernard,Anício Caldeira Duarte,152,Bernard,64,-1,3,0.7,8,11,57,914,3,2,7,8,2,0,0,6,182,0.890625,0.06236323851203501,Bernard Anício Caldeira Duarte
228,Theo,Walcott,153,Walcott,62,-3,3,0.4,8,11,46,951,1,3,3,11,1,0,0,1,127,0.7419354838709677,0.048370136698212406,Theo Walcott
229,Tom,Davies,154,Davies,53,-2,3,0.1,8,11,40,1218,1,1,3,21,6,0,0,3,145,0.7547169811320755,0.03284072249589491,Tom Davies
230,Ademola,Lookman,155,Lookman,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0,0.0,,Ademola Lookman
231,Idrissa,Gueye,156,Gueye,50,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0,0.0,,Idrissa Gueye
232,Morgan,Schneiderlin,158,Schneiderlin,44,-1,3,0.6,8,11,18,940,0,0,1,17,3,1,0,0,133,0.4090909090909091,0.019148936170212766,Morgan Schneiderlin
233,Fabian,Delph,205,Delph,53,-2,2,0.2,8,11,23,1106,0,0,2,21,3,1,0,2,187,0.4339622641509434,0.020795660036166366,Fabian Delph
234,André Filipe,Tavares Gomes,422,André Gomes,52,-3,3,0.3,8,11,13,584,0,0,2,8,3,0,0,0,71,0.25,0.02226027397260274,André Filipe Tavares Gomes
235,Lewis,Gibson,477,Gibson,43,-2,2,0.1,8,11,0,0,0,0,0,0,0,0,0,0,0,0.0,,Lewis Gibson
236,Mason,Holgate,478,Holgate,45,0,2,2.4,8,11,53,1462,0,4,3,24,3,0,0,5,303,1.1777777777777778,0.03625170998632011,Mason Holgate
237,Jonas,Lössl,479,Lössl,43,-2,1,0.3,8,11,0,0,0,0,0,0,0,0,0,0,0,0.0,,Jonas Lössl
238,Moise,Kean,496,Kean,64,-6,4,1.4,8,11,37,622,1,2,1,12,0,0,0,3,88,0.578125,0.0594855305466238,Moise Kean
239,Jean-Philippe,Gbamin,497,Gbamin,48,-2,3,0.0,8,11,4,135,0,0,1,0,0,0,0,0,14,0.08333333333333333,0.02962962962962963,Jean-Philippe Gbamin
240,Djibril,Sidibé,511,Sidibé,52,-3,2,1.3,8,11,62,1396,0,4,4,21,2,0,0,9,319,1.1923076923076923,0.044412607449856735,Djibril Sidibé
241,Beni,Baningime,557,Baningime,45,0,3,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0,0.0,,Beni Baningime
242,Anthony,Gordon,561,Gordon,45,0,4,0.0,8,11,1,45,0,0,0,0,0,0,0,0,2,0.022222222222222223,0.022222222222222223,Anthony Gordon
243,Oumar,Niasse,570,Niasse,45,0,4,0.0,8,11,3,19,0,0,0,2,0,0,0,0,1,0.06666666666666667,0.15789473684210525,Oumar Niasse
244,Rhu-endly,Martina,577,Cuco Martina,40,0,2,0.0,8,11,0,0,0,0,0,0,0,0,0,0,0,0.0,,Rhu-endly Martina
245,Ricardo Domingos,Barbosa Pereira,159,Pereira,63,3,2,13.3,9,13,115,2340,3,2,9,26,1,0,0,11,533,1.8253968253968254,0.049145299145299144,Ricardo Domingos Barbosa Pereira
246,Benjamin,Chilwell,161,Chilwell,56,1,2,9.0,9,13,92,1969,2,3,8,22,2,0,0,3,419,1.6428571428571428,0.046724225495175215,Benjamin Chilwell
247,Jonny,Evans,162,Evans,52,2,2,6.0,9,13,101,2394,1,2,9,27,4,0,0,10,540,1.9423076923076923,0.04218880534670008,Jonny Evans
248,Christian,Fuchs,163,Fuchs,42,-3,2,0.3,9,13,24,634,0,0,2,6,0,0,0,2,119,0.5714285714285714,0.03785488958990536,Christian Fuchs
249,Çaglar,Söyüncü,164,Söyüncü,50,5,2,15.8,9,13,95,2340,1,1,9,26,4,0,0,9,542,1.9,0.0405982905982906,Çaglar Söyüncü
250,Wes,Morgan,165,Morgan,41,-4,2,0.6,9,13,9,160,0,0,0,1,0,0,0,0,35,0.21951219512195122,0.05625,Wes Morgan
251,Jamie,Vardy,166,Vardy,97,7,4,34.8,9,13,156,2191,17,6,8,25,2,0,0,25,565,1.6082474226804124,0.07120036513007759,Jamie Vardy
252,Kelechi,Iheanacho,167,Iheanacho,57,-3,4,0.4,9,13,41,431,3,4,1,6,1,0,0,5,143,0.7192982456140351,0.0951276102088167,Kelechi Iheanacho
253,Kasper,Schmeichel,168,Schmeichel,53,3,1,13.5,9,13,111,2430,0,0,9,27,1,0,75,6,511,2.0943396226415096,0.04567901234567901,Kasper Schmeichel
254,Eldin,Jakupovic,169,Jakupovic,42,-3,1,0.1,9,13,0,0,0,0,0,0,0,0,0,0,0,0.0,,Eldin Jakupovic
255,Danny,Ward,170,Ward,43,-2,1,0.2,9,13,0,0,0,0,0,0,0,0,0,0,0,0.0,,Danny Ward
256,James,Maddison,171,Maddison,74,4,3,20.1,9,13,114,2219,6,5,8,24,4,0,0,14,472,1.5405405405405406,0.05137449301487156,James Maddison
257,Harvey,Barnes,172,Barnes,60,0,3,2.8,9,13,91,1525,4,7,6,15,0,0,0,5,267,1.5166666666666666,0.05967213114754098,Harvey Barnes
258,Rachid,Ghezzal,173,Ghezzal,52,-3,3,0.0,9,13,0,0,0,0,0,0,0,0,0,0,0,0.0,,Rachid Ghezzal
259,Marc,Albrighton,174,Albrighton,51,-4,3,0.2,9,13,16,374,0,1,0,7,1,0,0,0,83,0.3137254901960784,0.0427807486631016,Marc Albrighton
260,Demarai,Gray,175,Gray,51,-4,3,0.2,9,13,24,409,1,2,0,4,1,0,0,0,80,0.47058823529411764,0.05867970660146699,Demarai Gray
261,Wilfred,Ndidi,176,Ndidi,50,0,3,1.7,9,13,63,1786,2,1,8,18,3,0,0,5,332,1.26,0.03527435610302351,Wilfred Ndidi
262,Matty,James,177,James,43,-2,3,0.1,9,13,1,5,0,0,0,0,0,0,0,0,3,0.023255813953488372,0.2,Matty James
263,Daniel,Amartey,178,Amartey,43,-2,3,0.3,9,13,0,0,0,0,0,0,0,0,0,0,0,0.0,,Daniel Amartey
264,Nampalys,Mendy,179,Mendy,43,-2,3,0.8,9,13,6,193,0,0,0,3,0,0,0,0,49,0.13953488372093023,0.031088082901554404,Nampalys Mendy
265,Hamza,Choudhury,180,Choudhury,43,-2,3,0.8,9,13,27,711,1,1,2,10,2,1,0,0,130,0.627906976744186,0.0379746835443038,Hamza Choudhury
266,Ayoze,Pérez,265,Pérez,62,-3,3,9.1,9,13,108,1501,7,5,7,16,0,0,0,9,325,1.7419354838709677,0.07195203197868089,Ayoze Pérez
267,Ryan,Bennett,404,Bennett,48,-2,2,0.3,9,13,21,603,0,0,2,9,2,0,0,0,110,0.4375,0.03482587064676617,Ryan Bennett
268,James,Justin,433,Justin,47,-3,2,0.1,9,13,7,110,0,1,0,1,0,0,0,0,30,0.14893617021276595,0.06363636363636363,James Justin
269,Youri,Tielemans,448,Tielemans,62,-3,3,4.3,9,13,93,2117,3,5,9,24,1,0,0,5,385,1.5,0.043930089749645726,Youri Tielemans
270,Andy,King,480,King,43,-2,3,0.3,9,13,0,0,0,0,0,0,0,0,0,0,0,0.0,,Andy King
271,Dennis,Praet,517,Praet,53,-2,3,0.1,9,13,45,814,1,3,1,9,0,0,0,3,174,0.8490566037735849,0.05528255528255528,Dennis Praet
272,Filip,Benkovic,597,Benkovic,39,-1,2,0.0,9,13,0,0,0,0,0,0,0,0,0,0,0,0.0,,Filip Benkovic
273,Andrew,Robertson,181,Robertson,70,0,2,20.9,10,14,132,2263,1,6,11,15,1,0,0,15,597,1.8857142857142857,0.058329650905877155,Andrew Robertson
274,Trent,Alexander-Arnold,182,Alexander-Arnold,77,7,2,43.9,10,14,153,2279,2,12,11,15,4,0,0,15,661,1.9870129870129871,0.06713470820535322,Trent Alexander-Arnold
275,Virgil,van Dijk,183,van Dijk,66,1,2,45.1,10,14,133,2340,4,0,12,15,1,0,0,11,572,2.015151515151515,0.05683760683760684,Virgil van Dijk
276,Joseph,Gomez,184,Gomez,53,-2,2,5.6,10,14,73,1097,0,0,10,2,3,0,0,7,303,1.3773584905660377,0.06654512306289881,Joseph Gomez
277,Joel,Matip,185,Matip,52,-3,2,1.1,10,14,32,630,1,0,2,5,0,0,0,4,141,0.6153846153846154,0.050793650793650794,Joel Matip
278,Dejan,Lovren,186,Lovren,53,-2,2,0.2,10,14,16,669,0,1,0,8,1,0,0,0,130,0.3018867924528302,0.02391629297458894,Dejan Lovren
279,Roberto,Firmino,187,Firmino,97,2,4,19.0,10,14,124,2152,8,8,14,10,0,0,0,18,487,1.2783505154639174,0.05762081784386617,Roberto Firmino
280,Divock,Origi,188,Origi,52,-3,4,2.5,10,14,50,487,3,3,1,9,0,0,0,6,177,0.9615384615384616,0.1026694045174538,Divock Origi
281,Alisson,Ramses Becker,189,Alisson,62,2,1,11.5,10,14,87,1553,0,1,10,7,0,1,41,6,379,1.403225806451613,0.056020605280103025,Alisson Ramses Becker
282,Simon,Mignolet,190,Mignolet,45,0,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0,0.0,,Simon Mignolet
283,Mohamed,Salah,191,Salah,128,3,3,44.9,10,14,168,1973,14,6,14,9,1,0,0,21,474,1.3125,0.08514951849974658,Mohamed Salah
284,Sadio,Mané,192,Mané,123,8,3,22.7,10,14,152,1807,12,8,9,12,2,0,0,18,443,1.2357723577235773,0.08411732152739347,Sadio Mané
285,Alex,Oxlade-Chamberlain,193,Chamberlain,62,-3,3,0.8,10,14,51,916,3,0,7,4,1,0,0,2,171,0.8225806451612904,0.055676855895196505,Alex Oxlade-Chamberlain
286,Xherdan,Shaqiri,194,Shaqiri,63,-2,3,0.2,10,14,14,174,1,0,1,2,0,0,0,0,51,0.2222222222222222,0.08045977011494253,Xherdan Shaqiri
287,Adam,Lallana,195,Lallana,57,-3,3,0.1,10,14,25,336,1,1,1,4,1,0,0,1,84,0.43859649122807015,0.0744047619047619,Adam Lallana
288,Naby,Keita,196,Keita,58,-2,3,0.2,10,14,24,309,1,1,3,0,1,0,0,3,91,0.41379310344827586,0.07766990291262135,Naby Keita
289,Fabio Henrique,Tavares,197,Fabinho,54,-1,3,1.0,10,14,39,1174,1,1,3,10,5,0,0,4,223,0.7222222222222222,0.03321976149914821,Fabio Henrique Tavares
290,Jordan,Henderson,198,Henderson,55,0,3,2.1,10,14,99,1883,3,5,14,9,1,0,0,9,453,1.8,0.0525756771109931,Jordan Henderson
291,Georginio,Wijnaldum,199,Wijnaldum,54,-1,3,2.2,10,14,72,2081,2,0,11,13,0,0,0,3,325,1.3333333333333333,0.03459875060067275,Georginio Wijnaldum
292,James,Milner,200,Milner,53,-2,3,0.5,10,14,43,668,2,2,4,6,3,0,0,3,161,0.8113207547169812,0.06437125748502993,James Milner
293,Rafael,Camacho,201,Camacho,45,0,3,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0,0.0,,Rafael Camacho
294,Rhian,Brewster,464,Brewster,42,-3,4,0.5,10,14,0,0,0,0,0,0,0,0,0,0,0,0.0,,Rhian Brewster
295,Adrián,San Miguel del Castillo,526,Adrián,40,-5,1,1.9,10,14,25,783,0,0,2,9,1,0,16,0,123,0.625,0.031928480204342274,Adrián San Miguel del Castillo
296,Andy,Lonergan,530,Lonergan,42,-3,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0,0.0,,Andy Lonergan
297,Caoimhin,Kelleher,531,Kelleher,44,-1,1,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0,0.0,,Caoimhin Kelleher
298,Harvey,Elliott,550,Elliott,45,0,3,0.0,10,14,1,1,0,0,0,0,0,0,0,0,3,0.022222222222222223,1.0,Harvey Elliott
299,Curtis,Jones,569,Jones,45,0,3,0.0,10,14,2,19,0,0,0,0,0,0,0,0,8,0.044444444444444446,0.10526315789473684,Curtis Jones
300,Neco,Williams,575,Williams,40,0,2,0.1,10,14,0,0,0,0,0,0,0,0,0,0,0,0.0,,Neco Williams
301,Nathaniel,Phillips,589,Phillips,40,0,2,0.0,10,14,0,0,0,0,0,0,0,0,0,0,0,0.0,,Nathaniel Phillips
302,Takumi,Minamino,590,Minamino,63,-2,3,0.1,10,14,2,66,0,0,0,1,0,0,0,0,2,0.031746031746031744,0.030303030303030304,Takumi Minamino
303,Aymeric,Laporte,202,Laporte,63,-2,2,2.1,11,43,22,504,0,0,3,3,1,0,0,0,118,0.3492063492063492,0.04365079365079365,Aymeric Laporte
304,Kyle,Walker,203,Walker,57,-3,2,10.6,11,43,73,1807,1,2,7,22,4,0,0,4,391,1.280701754385965,0.040398450470392915,Kyle Walker
305,Benjamin,Mendy,204,Mendy,55,-5,2,0.8,11,43,48,1101,0,2,5,11,2,0,0,2,267,0.8727272727272727,0.043596730245231606,Benjamin Mendy
306,Oleksandr,Zinchenko,206,Zinchenko,52,-3,2,2.4,11,43,29,829,0,0,4,11,0,1,0,1,184,0.5576923076923077,0.03498190591073583,Oleksandr Zinchenko
307,John,Stones,207,Stones,53,-2,2,1.0,11,43,24,904,0,0,2,15,0,0,0,0,183,0.4528301886792453,0.02654867256637168,John Stones
308,Nicolás,Otamendi,208,Otamendi,50,-5,2,2.1,11,43,65,1323,2,1,5,17,3,0,0,6,298,1.3,0.0491307634164777,Nicolás Otamendi
309,Danilo Luiz,da Silva,209,Danilo,50,0,2,0.0,11,43,0,0,0,0,0,0,0,0,0,0,0,0.0,,Danilo Luiz da Silva
310,Sergio,Agüero,210,Agüero,120,0,4,22.1,11,43,123,1336,16,4,5,17,1,0,0,14,489,1.025,0.09206586826347306,Sergio Agüero
311,Gabriel Fernando,de Jesus,211,Jesus,95,0,4,2.5,11,43,97,1302,10,5,6,11,1,0,0,9,360,1.0210526315789474,0.07450076804915515,Gabriel Fernando de Jesus
312,Ederson,Santana de Moraes,212,Ederson,60,0,1,11.3,11,43,80,2081,0,0,9,25,3,1,46,2,393,1.3333333333333333,0.03844305622296973,Ederson Santana de Moraes
313,Claudio,Bravo,213,Bravo,47,-3,1,0.3,11,43,11,346,0,0,1,7,0,0,8,0,69,0.23404255319148937,0.031791907514450865,Claudio Bravo
314,Raheem,Sterling,214,Sterling,117,-3,3,15.1,11,43,116,1928,11,2,8,25,5,0,0,9,384,0.9914529914529915,0.06016597510373444,Raheem Sterling
315,Kevin,De Bruyne,215,De Bruyne,108,13,3,53.4,11,43,178,2148,8,18,12,20,2,0,0,23,715,1.6481481481481481,0.08286778398510242,Kevin De Bruyne
316,Leroy,Sané,216,Sané,93,-2,3,0.2,11,43,0,0,0,0,0,0,0,0,0,0,0,0.0,,Leroy Sané
317,Riyad,Mahrez,217,Mahrez,85,0,3,8.2,11,43,120,1351,7,10,6,10,0,0,0,14,475,1.411764705882353,0.08882309400444116,Riyad Mahrez
318,Bernardo Mota,Veiga de Carvalho e Silva,218,Bernardo Silva,78,-2,3,8.3,11,43,85,1433,5,5,6,21,5,0,0,5,385,1.0897435897435896,0.05931612002791347,Bernardo Mota Veiga de Carvalho e Silva
319,David,Silva,219,David Silva,74,-1,3,4.1,11,43,90,1252,3,9,7,12,0,0,0,8,355,1.2162162162162162,0.07188498402555911,David Silva
320,Phil,Foden,220,Foden,51,-4,3,0.3,11,43,17,263,0,1,0,4,0,0,0,0,71,0.3333333333333333,0.06463878326996197,Phil Foden
321,Fernando,Luiz Rosa,221,Fernandinho,52,-3,3,0.7,11,43,43,1905,0,0,9,21,5,1,0,1,318,0.8269230769230769,0.02257217847769029,Fernando Luiz Rosa
322,Ilkay,Gündogan,222,Gündogan,52,-3,3,1.2,11,43,50,1495,2,1,4,24,7,0,0,4,298,0.9615384615384616,0.033444816053511704,Ilkay Gündogan
323,José Ángel,Esmorís Tasende,440,Angeliño,47,-3,2,0.2,11,43,11,422,0,1,0,7,1,0,0,1,94,0.23404255319148937,0.026066350710900472,José Ángel Esmorís Tasende
324,Rodrigo,Hernandez,443,Rodrigo,54,-1,3,1.1,11,43,72,1863,3,1,10,23,6,0,0,5,400,1.3333333333333333,0.03864734299516908,Rodrigo Hernandez
325,João Pedro Cavaco,Cancelo,518,Cancelo,52,-3,2,0.8,11,43,25,693,0,0,2,8,1,0,0,3,162,0.4807692307692308,0.03607503607503607,João Pedro Cavaco Cancelo
326,Eric,Garcia,544,Garcia,45,0,2,0.1,11,43,11,269,0,0,1,5,0,0,0,0,59,0.24444444444444444,0.040892193308550186,Eric Garcia
327,Scott,Carson,562,Carson,40,0,1,0.1,11,43,0,0,0,0,0,0,0,0,0,0,0,0.0,,Scott Carson
328,Aaron,Wan-Bissaka,122,Wan-Bissaka,53,-2,2,14.2,12,1,70,2060,0,2,5,27,5,0,0,11,418,1.320754716981132,0.03398058252427184,Aaron Wan-Bissaka
329,Harry,Maguire,160,Maguire,52,-3,2,10.2,12,1,77,2340,1,0,6,29,2,0,0,5,442,1.4807692307692308,0.03290598290598291,Harry Maguire
330,Chris,Smalling,223,Smalling,52,-3,2,0.1,12,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,Chris Smalling
331,Ashley,Young,224,Young,54,-1,2,0.3,12,1,24,953,0,0,2,10,5,0,0,0,158,0.4444444444444444,0.025183630640083946,Ashley Young
332,Victor,Lindelöf,225,Lindelöf,53,-2,2,1.2,12,1,63,2070,1,0,5,26,4,0,0,4,366,1.1886792452830188,0.030434782608695653,Victor Lindelöf
333,Luke,Shaw,226,Shaw,54,-1,2,0.6,12,1,32,963,0,0,3,10,4,0,0,1,190,0.5925925925925926,0.033229491173416406,Luke Shaw
334,Marcos,Rojo,227,Rojo,48,-2,2,0.1,12,1,3,121,0,0,0,2,1,0,0,0,9,0.0625,0.024793388429752067,Marcos Rojo
335,Eric,Bailly,228,Bailly,49,-1,2,0.1,12,1,6,90,0,0,1,0,0,0,0,0,26,0.12244897959183673,0.06666666666666667,Eric Bailly
336,José Diogo,Dalot Teixeira,229,Dalot,49,-1,2,0.1,12,1,4,65,0,0,0,1,0,0,0,0,10,0.08163265306122448,0.06153846153846154,José Diogo Dalot Teixeira
337,Matteo,Darmian,230,Darmian,49,-1,2,0.0,12,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,Matteo Darmian
338,Phil,Jones,231,Jones,48,-2,2,0.2,12,1,2,135,0,0,0,3,0,0,0,0,22,0.041666666666666664,0.014814814814814815,Phil Jones
339,Romelu,Lukaku,232,Lukaku,85,0,4,0.3,12,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,Romelu Lukaku
340,Marcus,Rashford,233,Rashford,89,4,4,10.0,12,1,134,1876,14,5,4,23,2,0,0,26,494,1.5056179775280898,0.07142857142857142,Marcus Rashford
341,Mason,Greenwood,234,Greenwood,44,-1,4,11.3,12,1,43,494,4,0,0,8,0,0,0,5,168,0.9772727272727273,0.08704453441295547,Mason Greenwood
342,David,de Gea,235,de Gea,54,-1,1,11.3,12,1,85,2340,0,0,6,29,2,0,65,5,401,1.5740740740740742,0.03632478632478633,David de Gea
343,Sergio,Romero,236,Romero,47,-3,1,0.2,12,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,Sergio Romero
344,Lee,Grant,237,Grant,48,-2,1,0.1,12,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,Lee Grant
345,Paul,Pogba,238,Pogba,83,-2,3,2.8,12,1,17,521,0,2,1,5,0,0,0,0,80,0.20481927710843373,0.03262955854126679,Paul Pogba
346,Anthony,Martial,239,Martial,80,5,3,13.9,12,1,104,1631,9,3,7,20,1,0,0,7,274,1.3,0.06376456161863887,Anthony Martial
347,Alexis,Sánchez,240,Sánchez,68,-2,3,0.4,12,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,Alexis Sánchez
348,Jesse,Lingard,241,Lingard,63,-2,3,0.7,12,1,25,882,0,0,1,14,3,0,0,0,73,0.3968253968253968,0.02834467120181406,Jesse Lingard
349,Juan,Mata,242,Mata,62,-3,3,0.4,12,1,35,709,0,2,4,8,1,0,0,2,133,0.5645161290322581,0.04936530324400564,Juan Mata
350,Daniel,James,243,James,59,-1,3,6.3,12,1,83,1986,3,6,5,27,3,0,0,2,283,1.4067796610169492,0.04179254783484391,Daniel James
351,Frederico,Rodrigues de Paula Santos,244,Fred,53,-2,3,0.3,12,1,40,1768,0,0,4,23,5,0,0,0,286,0.7547169811320755,0.02262443438914027,Frederico Rodrigues de Paula Santos
352,Angel,Gomes,245,Gomes,48,-2,3,0.1,12,1,2,19,0,0,0,1,0,0,0,0,7,0.041666666666666664,0.10526315789473684,Angel Gomes
353,Andreas,Pereira,246,Pereira,49,-1,3,0.4,12,1,58,1442,1,3,6,16,3,0,0,1,190,1.183673469387755,0.04022191400832178,Andreas Pereira
354,Nemanja,Matic,247,Matic,48,-2,3,0.3,12,1,20,688,0,0,4,7,1,0,0,0,104,0.4166666666666667,0.029069767441860465,Nemanja Matic
355,Scott,McTominay,248,McTominay,49,-1,3,1.0,12,1,55,1451,2,2,2,17,2,0,0,6,237,1.1224489795918366,0.03790489317711923,Scott McTominay
356,Tahith,Chong,249,Chong,43,-2,3,0.6,12,1,2,24,0,0,0,0,0,0,0,0,4,0.046511627906976744,0.08333333333333333,Tahith Chong
357,James,Garner,250,Garner,43,-2,3,0.2,12,1,1,8,0,0,0,1,0,0,0,0,3,0.023255813953488372,0.125,James Garner
358,Axel,Tuanzebe,481,Tuanzebe,44,-1,2,0.1,12,1,7,187,0,0,0,3,0,0,0,0,30,0.1590909090909091,0.0374331550802139,Axel Tuanzebe
359,Brandon,Williams,549,Williams,41,1,2,5.8,12,1,32,680,1,1,3,9,5,0,0,1,141,0.7804878048780488,0.047058823529411764,Brandon Williams
360,Bruno Miguel,Borges Fernandes,618,Fernandes,81,1,3,4.5,12,1,8,180,0,1,2,0,1,0,0,0,19,0.09876543209876543,0.044444444444444446,Bruno Miguel Borges Fernandes
361,Odion,Ighalo,624,Ighalo,65,0,4,0.6,12,1,1,1,0,0,0,0,0,0,0,0,-1,0.015384615384615385,1.0,Odion Ighalo
362,Matt,Ritchie,251,Ritchie,53,-2,2,0.2,13,4,21,562,0,0,3,8,2,0,0,0,109,0.39622641509433965,0.037366548042704624,Matt Ritchie
363,Fabian,Schär,252,Schär,50,0,2,1.2,13,4,53,1394,2,1,4,28,4,0,0,2,258,1.06,0.03802008608321377,Fabian Schär
364,DeAndre,Yedlin,253,Yedlin,44,-1,2,0.1,13,4,23,772,1,0,1,11,3,0,0,0,96,0.5227272727272727,0.029792746113989636,DeAndre Yedlin
365,Federico,Fernández,254,Fernández,45,0,2,2.2,13,4,70,1627,2,2,4,25,4,0,0,10,323,1.5555555555555556,0.0430239704978488,Federico Fernández
366,Paul,Dummett,255,Dummett,44,-1,2,0.2,13,4,44,1227,0,0,5,20,2,0,0,4,230,1.0,0.035859820700896494,Paul Dummett
367,Javier,Manquillo,256,Manquillo,43,-2,2,0.1,13,4,32,800,0,1,3,12,2,0,0,4,137,0.7441860465116279,0.04,Javier Manquillo
368,Florian,Lejeune,257,Lejeune,44,-1,2,0.1,13,4,24,440,2,0,1,10,0,0,0,1,88,0.5454545454545454,0.05454545454545454,Florian Lejeune
